drugbank_id,interactant_id,polypeptide_id,category,description
DB06216,BE0000530,P02768,component,endoplasmic reticulum lumen
DB06216,BE0000530,P02768,component,protein-containing complex
DB06216,BE0000530,P02768,function,enterobactin binding
DB06216,BE0000530,P02768,function,exogenous protein binding
DB06216,BE0000530,P02768,function,identical protein binding
DB06216,BE0000530,P02768,function,protein-folding chaperone binding
DB06216,BE0000530,P02768,process,cellular response to calcium ion starvation
DB06216,BE0000530,P02768,process,negative regulation of mitochondrial depolarization
DB06216,BE0004879,P02763,component,collagen-containing extracellular matrix
DB06216,BE0004879,P02763,component,platelet alpha granule lumen
DB06216,BE0004879,P02763,component,specific granule lumen
DB06216,BE0004879,P02763,component,tertiary granule lumen
DB06216,BE0004879,P02763,process,positive regulation of interleukin-1 beta production
DB06216,BE0004879,P02763,process,positive regulation of interleukin-1 production
DB06216,BE0004879,P02763,process,positive regulation of tumor necrosis factor production
DB06216,BE0004879,P19652,component,azurophil granule lumen
DB06216,BE0004879,P19652,component,collagen-containing extracellular matrix
DB06216,BE0004879,P19652,component,extracellular region
DB06216,BE0004879,P19652,component,platelet alpha granule lumen
DB06216,BE0004879,P19652,component,specific granule lumen
DB06216,BE0004879,P19652,process,positive regulation of interleukin-1 beta production
DB06216,BE0004879,P19652,process,positive regulation of interleukin-1 production
DB06216,BE0004879,P19652,process,positive regulation of tumor necrosis factor production
DB06234,BE0000530,P02768,component,cytoplasm
DB06234,BE0000530,P02768,component,endoplasmic reticulum lumen
DB06234,BE0000530,P02768,component,protein-containing complex
DB06234,BE0000530,P02768,function,enterobactin binding
DB06234,BE0000530,P02768,function,exogenous protein binding
DB06234,BE0000530,P02768,function,identical protein binding
DB06234,BE0000530,P02768,function,protein-folding chaperone binding
DB06234,BE0000530,P02768,process,cellular response to calcium ion starvation
DB06234,BE0000530,P02768,process,negative regulation of mitochondrial depolarization
DB06234,BE0000925,P02763,component,collagen-containing extracellular matrix
DB06234,BE0000925,P02763,component,platelet alpha granule lumen
DB06234,BE0000925,P02763,component,specific granule lumen
DB06234,BE0000925,P02763,component,tertiary granule lumen
DB06234,BE0000925,P02763,process,positive regulation of interleukin-1 beta production
DB06234,BE0000925,P02763,process,positive regulation of interleukin-1 production
DB06234,BE0000925,P02763,process,positive regulation of tumor necrosis factor production
DB06237,BE0000530,P02768,component,cytoplasm
DB06237,BE0000530,P02768,component,endoplasmic reticulum lumen
DB06237,BE0000530,P02768,component,protein-containing complex
DB06237,BE0000530,P02768,function,enterobactin binding
DB06237,BE0000530,P02768,function,exogenous protein binding
DB06237,BE0000530,P02768,function,identical protein binding
DB06237,BE0000530,P02768,function,protein-folding chaperone binding
DB06237,BE0000530,P02768,process,cellular response to calcium ion starvation
DB06237,BE0000530,P02768,process,negative regulation of mitochondrial depolarization
DB06237,BE0000925,P02763,component,collagen-containing extracellular matrix
DB06237,BE0000925,P02763,component,platelet alpha granule lumen
DB06237,BE0000925,P02763,component,specific granule lumen
DB06237,BE0000925,P02763,component,tertiary granule lumen
DB06237,BE0000925,P02763,process,positive regulation of interleukin-1 beta production
DB06237,BE0000925,P02763,process,positive regulation of interleukin-1 production
DB06237,BE0000925,P02763,process,positive regulation of tumor necrosis factor production
DB06282,BE0000530,P02768,component,cytoplasm
DB06282,BE0000530,P02768,component,endoplasmic reticulum lumen
DB06282,BE0000530,P02768,component,protein-containing complex
DB06282,BE0000530,P02768,function,enterobactin binding
DB06282,BE0000530,P02768,function,exogenous protein binding
DB06282,BE0000530,P02768,function,identical protein binding
DB06282,BE0000530,P02768,function,protein-folding chaperone binding
DB06282,BE0000530,P02768,process,cellular response to calcium ion starvation
DB06282,BE0000530,P02768,process,negative regulation of mitochondrial depolarization
DB06290,BE0000530,P02768,component,cytoplasm
DB06290,BE0000530,P02768,component,endoplasmic reticulum lumen
DB06290,BE0000530,P02768,component,protein-containing complex
DB06290,BE0000530,P02768,function,enterobactin binding
DB06290,BE0000530,P02768,function,exogenous protein binding
DB06290,BE0000530,P02768,function,identical protein binding
DB06290,BE0000530,P02768,function,protein-folding chaperone binding
DB06290,BE0000530,P02768,process,cellular response to calcium ion starvation
DB06290,BE0000530,P02768,process,negative regulation of mitochondrial depolarization
DB06412,BE0000530,P02768,component,cytoplasm
DB06412,BE0000530,P02768,component,endoplasmic reticulum lumen
DB06412,BE0000530,P02768,component,protein-containing complex
DB06412,BE0000530,P02768,function,enterobactin binding
DB06412,BE0000530,P02768,function,exogenous protein binding
DB06412,BE0000530,P02768,function,identical protein binding
DB06412,BE0000530,P02768,function,protein-folding chaperone binding
DB06412,BE0000530,P02768,process,cellular response to calcium ion starvation
DB06412,BE0000530,P02768,process,negative regulation of mitochondrial depolarization
DB06412,BE0000685,P04278,function,steroid binding
DB06480,BE0000530,P02768,component,cytoplasm
DB06480,BE0000530,P02768,component,endoplasmic reticulum lumen
DB06480,BE0000530,P02768,component,protein-containing complex
DB06480,BE0000530,P02768,function,enterobactin binding
DB06480,BE0000530,P02768,function,exogenous protein binding
DB06480,BE0000530,P02768,function,identical protein binding
DB06480,BE0000530,P02768,function,protein-folding chaperone binding
DB06480,BE0000530,P02768,process,cellular response to calcium ion starvation
DB06480,BE0000530,P02768,process,negative regulation of mitochondrial depolarization
DB06636,BE0000530,P02768,component,cytoplasm
DB06636,BE0000530,P02768,component,endoplasmic reticulum lumen
DB06636,BE0000530,P02768,component,protein-containing complex
DB06636,BE0000530,P02768,function,enterobactin binding
DB06636,BE0000530,P02768,function,exogenous protein binding
DB06636,BE0000530,P02768,function,identical protein binding
DB06636,BE0000530,P02768,function,protein-folding chaperone binding
DB06636,BE0000530,P02768,process,cellular response to calcium ion starvation
DB06636,BE0000530,P02768,process,negative regulation of mitochondrial depolarization
DB06655,BE0000530,P02768,component,cytoplasm
DB06655,BE0000530,P02768,component,endoplasmic reticulum lumen
DB06655,BE0000530,P02768,component,protein-containing complex
DB06655,BE0000530,P02768,function,enterobactin binding
DB06655,BE0000530,P02768,function,exogenous protein binding
DB06655,BE0000530,P02768,function,identical protein binding
DB06655,BE0000530,P02768,function,protein-folding chaperone binding
DB06655,BE0000530,P02768,process,cellular response to calcium ion starvation
DB06655,BE0000530,P02768,process,negative regulation of mitochondrial depolarization
DB06695,BE0000530,P02768,component,cytoplasm
DB06695,BE0000530,P02768,component,endoplasmic reticulum lumen
DB06695,BE0000530,P02768,component,protein-containing complex
DB06695,BE0000530,P02768,function,enterobactin binding
DB06695,BE0000530,P02768,function,exogenous protein binding
DB06695,BE0000530,P02768,function,identical protein binding
DB06695,BE0000530,P02768,function,protein-folding chaperone binding
DB06695,BE0000530,P02768,process,cellular response to calcium ion starvation
DB06695,BE0000530,P02768,process,negative regulation of mitochondrial depolarization
DB06705,BE0000530,P02768,component,cytoplasm
DB06705,BE0000530,P02768,component,endoplasmic reticulum lumen
DB06705,BE0000530,P02768,component,protein-containing complex
DB06705,BE0000530,P02768,function,enterobactin binding
DB06705,BE0000530,P02768,function,exogenous protein binding
DB06705,BE0000530,P02768,function,identical protein binding
DB06705,BE0000530,P02768,function,protein-folding chaperone binding
DB06705,BE0000530,P02768,process,cellular response to calcium ion starvation
DB06705,BE0000530,P02768,process,negative regulation of mitochondrial depolarization
DB06710,BE0000530,P02768,component,cytoplasm
DB06710,BE0000530,P02768,component,endoplasmic reticulum lumen
DB06710,BE0000530,P02768,component,protein-containing complex
DB06710,BE0000530,P02768,function,enterobactin binding
DB06710,BE0000530,P02768,function,exogenous protein binding
DB06710,BE0000530,P02768,function,identical protein binding
DB06710,BE0000530,P02768,function,protein-folding chaperone binding
DB06710,BE0000530,P02768,process,cellular response to calcium ion starvation
DB06710,BE0000530,P02768,process,negative regulation of mitochondrial depolarization
DB06710,BE0000685,P04278,function,steroid binding
DB06716,BE0000530,P02768,component,cytoplasm
DB06716,BE0000530,P02768,component,endoplasmic reticulum lumen
DB06716,BE0000530,P02768,component,protein-containing complex
DB06716,BE0000530,P02768,function,enterobactin binding
DB06716,BE0000530,P02768,function,exogenous protein binding
DB06716,BE0000530,P02768,function,identical protein binding
DB06716,BE0000530,P02768,function,protein-folding chaperone binding
DB06716,BE0000530,P02768,process,cellular response to calcium ion starvation
DB06716,BE0000530,P02768,process,negative regulation of mitochondrial depolarization
DB06755,BE0004020,P98155,component,clathrin-coated pit
DB06755,BE0004020,P98155,component,glutamatergic synapse
DB06755,BE0004020,P98155,component,lysosomal membrane
DB06755,BE0004020,P98155,function,cargo receptor activity
DB06755,BE0004020,P98155,function,low-density lipoprotein particle receptor activity
DB06755,BE0004020,P98155,process,regulation of synapse assembly
DB06755,BE0000301,P09455,component,lipid droplet
DB06755,BE0000301,P09455,component,nucleus
DB06755,BE0000301,P09455,function,all-trans-retinol binding
DB06755,BE0000301,P09455,function,fatty acid binding
DB06755,BE0000301,P09455,process,fatty acid transport
DB06755,BE0000301,P09455,process,lipid homeostasis
DB06755,BE0000505,P50120,component,nucleus
DB06755,BE0000505,P50120,function,fatty acid binding
DB06755,BE0000505,P50120,process,fatty acid transport
DB06755,BE0000255,P10745,component,cone matrix sheath
DB06755,BE0000255,P10745,process,proteolysis
DB06755,BE0000314,P02753,function,retinol transmembrane transporter activity
DB06755,BE0000314,P02753,process,positive regulation of immunoglobulin production
DB06755,BE0000682,P82980,component,cytosol
DB06755,BE0000682,P82980,component,nucleus
DB06755,BE0000682,P82980,function,fatty acid binding
DB06755,BE0000682,P82980,process,fatty acid transport
DB06757,BE0000510,P02787,component,clathrin-coated endocytic vesicle membrane
DB06757,BE0000510,P02787,component,clathrin-coated pit
DB06757,BE0000510,P02787,component,cytoplasmic vesicle
DB06757,BE0000510,P02787,component,endoplasmic reticulum lumen
DB06757,BE0000510,P02787,component,plasma membrane
DB06757,BE0000510,P02787,function,enzyme binding
DB06757,BE0000510,P02787,function,iron chaperone activity
DB06757,BE0000510,P02787,function,transmembrane transporter binding
DB06757,BE0000510,P02787,process,actin filament organization
DB06757,BE0000510,P02787,process,antibacterial humoral response
DB06757,BE0000510,P02787,process,ERK1 and ERK2 cascade
DB06757,BE0000510,P02787,process,intracellular iron ion homeostasis
DB06757,BE0000510,P02787,process,iron ion transport
DB06757,BE0000510,P02787,process,multicellular organismal-level iron ion homeostasis
DB06757,BE0000510,P02787,process,osteoclast differentiation
DB06757,BE0000510,P02787,process,positive regulation of bone resorption
DB06757,BE0000510,P02787,process,positive regulation of cell motility
DB06757,BE0000510,P02787,process,positive regulation of DNA-templated transcription
DB06757,BE0000510,P02787,process,positive regulation of phosphorylation
DB06757,BE0000510,P02787,process,positive regulation of proteasomal ubiquitin-dependent protein catabolic process
DB06757,BE0000510,P02787,process,regulation of iron ion transport
DB06757,BE0000530,P02768,component,cytoplasm
DB06757,BE0000530,P02768,component,endoplasmic reticulum lumen
DB06757,BE0000530,P02768,component,protein-containing complex
DB06757,BE0000530,P02768,function,enterobactin binding
DB06757,BE0000530,P02768,function,exogenous protein binding
DB06757,BE0000530,P02768,function,identical protein binding
DB06757,BE0000530,P02768,function,protein-folding chaperone binding
DB06757,BE0000530,P02768,process,cellular response to calcium ion starvation
DB06757,BE0000530,P02768,process,negative regulation of mitochondrial depolarization
DB06757,BE0001140,P00450,component,endoplasmic reticulum lumen
DB06757,BE0001140,P00450,component,plasma membrane
DB06757,BE0001140,P00450,function,glutathione peroxidase activity
DB06757,BE0001140,P00450,function,oxidoreductase activity
DB06757,BE0001140,P00450,function,"oxidoreductase activity, acting on metal ions, oxygen as acceptor"
DB06757,BE0001140,P00450,function,phospholipid-hydroperoxide glutathione peroxidase activity
DB06757,BE0001140,P00450,function,protein-folding chaperone binding
DB06757,BE0001140,P00450,process,intracellular copper ion homeostasis
DB06757,BE0001140,P00450,process,intracellular iron ion homeostasis
DB06757,BE0001140,P00450,process,iron ion transport
DB06772,BE0000530,P02768,component,cytoplasm
DB06772,BE0000530,P02768,component,endoplasmic reticulum lumen
DB06772,BE0000530,P02768,component,protein-containing complex
DB06772,BE0000530,P02768,function,enterobactin binding
DB06772,BE0000530,P02768,function,exogenous protein binding
DB06772,BE0000530,P02768,function,identical protein binding
DB06772,BE0000530,P02768,function,protein-folding chaperone binding
DB06772,BE0000530,P02768,process,cellular response to calcium ion starvation
DB06772,BE0000530,P02768,process,negative regulation of mitochondrial depolarization
DB06772,BE0000499,P01130,component,clathrin-coated pit
DB06772,BE0000499,P01130,component,endolysosome membrane
DB06772,BE0000499,P01130,component,somatodendritic compartment
DB06772,BE0000499,P01130,component,sorting endosome
DB06772,BE0000499,P01130,function,amyloid-beta binding
DB06772,BE0000499,P01130,function,identical protein binding
DB06772,BE0000499,P01130,function,lipoprotein particle binding
DB06772,BE0000499,P01130,function,low-density lipoprotein particle receptor activity
DB06772,BE0000499,P01130,function,molecular adaptor activity
DB06772,BE0000499,P01130,process,amyloid-beta clearance
DB06772,BE0000499,P01130,process,amyloid-beta clearance by cellular catabolic process
DB06772,BE0000499,P01130,process,artery morphogenesis
DB06772,BE0000499,P01130,process,cellular response to fatty acid
DB06772,BE0000499,P01130,process,cellular response to low-density lipoprotein particle stimulus
DB06772,BE0000499,P01130,process,high-density lipoprotein particle clearance
DB06772,BE0000499,P01130,process,long-term memory
DB06772,BE0000499,P01130,process,negative regulation of amyloid fibril formation
DB06772,BE0000499,P01130,process,negative regulation of astrocyte activation
DB06772,BE0000499,P01130,process,negative regulation of gene expression
DB06772,BE0000499,P01130,process,negative regulation of low-density lipoprotein particle clearance
DB06772,BE0000499,P01130,process,negative regulation of microglial cell activation
DB06772,BE0000499,P01130,process,negative regulation of protein metabolic process
DB06772,BE0000499,P01130,process,negative regulation of receptor recycling
DB06772,BE0000499,P01130,process,phagocytosis
DB06772,BE0000499,P01130,process,plasma lipoprotein particle clearance
DB06772,BE0000499,P01130,process,positive regulation of gene expression
DB06772,BE0000499,P01130,process,positive regulation of inflammatory response
DB06772,BE0000499,P01130,process,positive regulation of lysosomal protein catabolic process
DB06772,BE0000499,P01130,process,receptor-mediated endocytosis involved in cholesterol transport
DB06772,BE0000499,P01130,process,regulation of cholesterol metabolic process
DB06772,BE0000499,P01130,process,regulation of protein metabolic process
DB06772,BE0000499,P01130,process,response to caloric restriction
DB06772,BE0004020,P98155,component,clathrin-coated pit
DB06772,BE0004020,P98155,component,glutamatergic synapse
DB06772,BE0004020,P98155,component,lysosomal membrane
DB06772,BE0004020,P98155,function,cargo receptor activity
DB06772,BE0004020,P98155,function,low-density lipoprotein particle receptor activity
DB06772,BE0004020,P98155,process,regulation of synapse assembly
DB06784,BE0000510,P02787,component,clathrin-coated endocytic vesicle membrane
DB06784,BE0000510,P02787,component,clathrin-coated pit
DB06784,BE0000510,P02787,component,cytoplasmic vesicle
DB06784,BE0000510,P02787,component,endoplasmic reticulum lumen
DB06784,BE0000510,P02787,component,plasma membrane
DB06784,BE0000510,P02787,function,enzyme binding
DB06784,BE0000510,P02787,function,iron chaperone activity
DB06784,BE0000510,P02787,function,transmembrane transporter binding
DB06784,BE0000510,P02787,process,actin filament organization
DB06784,BE0000510,P02787,process,antibacterial humoral response
DB06784,BE0000510,P02787,process,ERK1 and ERK2 cascade
DB06784,BE0000510,P02787,process,intracellular iron ion homeostasis
DB06784,BE0000510,P02787,process,iron ion transport
DB06784,BE0000510,P02787,process,multicellular organismal-level iron ion homeostasis
DB06784,BE0000510,P02787,process,osteoclast differentiation
DB06784,BE0000510,P02787,process,positive regulation of bone resorption
DB06784,BE0000510,P02787,process,positive regulation of cell motility
DB06784,BE0000510,P02787,process,positive regulation of DNA-templated transcription
DB06784,BE0000510,P02787,process,positive regulation of phosphorylation
DB06784,BE0000510,P02787,process,positive regulation of proteasomal ubiquitin-dependent protein catabolic process
DB06784,BE0000510,P02787,process,regulation of iron ion transport
DB06784,BE0000994,P02788,component,early endosome
DB06784,BE0000994,P02788,component,plasma membrane
DB06784,BE0000994,P02788,component,protein-containing complex
DB06784,BE0000994,P02788,component,recycling endosome
DB06784,BE0000994,P02788,component,specific granule lumen
DB06784,BE0000994,P02788,component,tertiary granule lumen
DB06784,BE0000994,P02788,function,cysteine-type endopeptidase inhibitor activity
DB06784,BE0000994,P02788,function,lipopolysaccharide binding
DB06784,BE0000994,P02788,function,membrane destabilizing activity
DB06784,BE0000994,P02788,process,antimicrobial humoral immune response mediated by antimicrobial peptide
DB06784,BE0000994,P02788,process,defense response to Gram-negative bacterium
DB06784,BE0000994,P02788,process,iron ion transport
DB06784,BE0000994,P02788,process,killing of cells of another organism
DB06784,BE0000994,P02788,process,negative regulation of ATP-dependent activity
DB06784,BE0000994,P02788,process,negative regulation of cysteine-type endopeptidase activity
DB06784,BE0000994,P02788,process,positive regulation of canonical NF-kappaB signal transduction
DB06784,BE0000994,P02788,process,proteolysis
DB06784,BE0000085,P02792,component,autolysosome
DB06784,BE0000085,P02792,component,autophagosome
DB06784,BE0000085,P02792,component,azurophil granule lumen
DB06784,BE0000085,P02792,component,cytoplasm
DB06784,BE0000085,P02792,component,extracellular region
DB06784,BE0000085,P02792,component,ferritin complex
DB06784,BE0000085,P02792,function,ferrous iron binding
DB06784,BE0000085,P02792,process,intracellular iron ion homeostasis
DB06784,BE0000085,P02792,process,intracellular sequestering of iron ion
DB06784,BE0000399,P02794,component,autolysosome
DB06784,BE0000399,P02794,component,autophagosome
DB06784,BE0000399,P02794,component,cytoplasm
DB06784,BE0000399,P02794,component,extracellular region
DB06784,BE0000399,P02794,component,ferritin complex
DB06784,BE0000399,P02794,component,ficolin-1-rich granule lumen
DB06784,BE0000399,P02794,component,membrane
DB06784,BE0000399,P02794,component,tertiary granule lumen
DB06784,BE0000399,P02794,function,ferrous iron binding
DB06784,BE0000399,P02794,function,identical protein binding
DB06784,BE0000399,P02794,function,iron ion sequestering activity
DB06784,BE0000399,P02794,process,intracellular iron ion homeostasis
DB06784,BE0000399,P02794,process,negative regulation of cell population proliferation
DB06784,BE0000399,P02794,process,negative regulation of ferroptosis
DB06796,BE0000910,P01023,component,collagen-containing extracellular matrix
DB06796,BE0000910,P01023,component,extracellular space
DB06796,BE0000910,P01023,function,brain-derived neurotrophic factor binding
DB06796,BE0000910,P01023,function,endopeptidase inhibitor activity
DB06796,BE0000910,P01023,function,identical protein binding
DB06796,BE0000910,P01023,function,nerve growth factor binding
DB06796,BE0000910,P01023,function,signaling receptor binding
DB06796,BE0000910,P01023,process,acute inflammatory response to antigenic stimulus
DB06796,BE0000910,P01023,process,acute-phase response
DB06796,BE0000910,P01023,process,embryonic liver development
DB06796,BE0000910,P01023,process,luteinization
DB06796,BE0000910,P01023,process,negative regulation of peptidase activity
DB06796,BE0000910,P01023,process,response to carbon dioxide
DB06796,BE0000910,P01023,process,response to glucocorticoid
DB06796,BE0000910,P01023,process,response to nutrient
DB06796,BE0000910,P01023,process,response to prostaglandin E
DB06796,BE0000530,P02768,component,cytoplasm
DB06796,BE0000530,P02768,component,endoplasmic reticulum lumen
DB06796,BE0000530,P02768,component,protein-containing complex
DB06796,BE0000530,P02768,function,enterobactin binding
DB06796,BE0000530,P02768,function,exogenous protein binding
DB06796,BE0000530,P02768,function,identical protein binding
DB06796,BE0000530,P02768,function,protein-folding chaperone binding
DB06796,BE0000530,P02768,process,cellular response to calcium ion starvation
DB06796,BE0000530,P02768,process,negative regulation of mitochondrial depolarization
DB06813,BE0000530,P02768,component,cytoplasm
DB06813,BE0000530,P02768,component,endoplasmic reticulum lumen
DB06813,BE0000530,P02768,component,protein-containing complex
DB06813,BE0000530,P02768,function,enterobactin binding
DB06813,BE0000530,P02768,function,exogenous protein binding
DB06813,BE0000530,P02768,function,identical protein binding
DB06813,BE0000530,P02768,function,protein-folding chaperone binding
DB06813,BE0000530,P02768,process,cellular response to calcium ion starvation
DB06813,BE0000530,P02768,process,negative regulation of mitochondrial depolarization
DB06885,BE0000337,P02766,component,azurophil granule lumen
DB06885,BE0000337,P02766,function,hormone activity
DB06885,BE0000337,P02766,function,thyroid hormone binding
DB06885,BE0000337,P02766,process,purine nucleobase metabolic process
DB06907,BE0000337,P02766,component,azurophil granule lumen
DB06907,BE0000337,P02766,function,hormone activity
DB06907,BE0000337,P02766,function,thyroid hormone binding
DB06907,BE0000337,P02766,process,purine nucleobase metabolic process
DB06935,BE0000337,P02766,component,azurophil granule lumen
DB06935,BE0000337,P02766,function,hormone activity
DB06935,BE0000337,P02766,function,thyroid hormone binding
DB06935,BE0000337,P02766,process,purine nucleobase metabolic process
DB06985,BE0000314,P02753,function,retinol transmembrane transporter activity
DB06985,BE0000314,P02753,process,positive regulation of immunoglobulin production
DB07047,BE0000337,P02766,component,azurophil granule lumen
DB07047,BE0000337,P02766,function,hormone activity
DB07047,BE0000337,P02766,function,thyroid hormone binding
DB07047,BE0000337,P02766,process,purine nucleobase metabolic process
DB07176,BE0000337,P02766,component,azurophil granule lumen
DB07176,BE0000337,P02766,function,hormone activity
DB07176,BE0000337,P02766,function,thyroid hormone binding
DB07176,BE0000337,P02766,process,purine nucleobase metabolic process
DB07201,BE0000337,P02766,component,azurophil granule lumen
DB07201,BE0000337,P02766,function,hormone activity
DB07201,BE0000337,P02766,function,thyroid hormone binding
DB07201,BE0000337,P02766,process,purine nucleobase metabolic process
DB07240,BE0000337,P02766,component,azurophil granule lumen
DB07240,BE0000337,P02766,function,hormone activity
DB07240,BE0000337,P02766,function,thyroid hormone binding
DB07240,BE0000337,P02766,process,purine nucleobase metabolic process
DB07282,BE0000337,P02766,component,azurophil granule lumen
DB07282,BE0000337,P02766,function,hormone activity
DB07282,BE0000337,P02766,function,thyroid hormone binding
DB07282,BE0000337,P02766,process,purine nucleobase metabolic process
DB07283,BE0001194,P15090,component,lipid droplet
DB07283,BE0001194,P15090,function,hormone receptor binding
DB07283,BE0001194,P15090,function,long-chain fatty acid binding
DB07283,BE0001194,P15090,function,long-chain fatty acid transmembrane transporter activity
DB07283,BE0001194,P15090,process,cellular response to tumor necrosis factor
DB07283,BE0001194,P15090,process,fatty acid transport
DB07283,BE0001194,P15090,process,long-chain fatty acid transport
DB07283,BE0001194,P15090,process,negative regulation of DNA-templated transcription
DB07283,BE0001194,P15090,process,positive regulation of cold-induced thermogenesis
DB07283,BE0001194,P15090,process,response to bacterium
DB07402,BE0000530,P02768,component,cytoplasm
DB07402,BE0000530,P02768,component,endoplasmic reticulum lumen
DB07402,BE0000530,P02768,component,protein-containing complex
DB07402,BE0000530,P02768,function,enterobactin binding
DB07402,BE0000530,P02768,function,exogenous protein binding
DB07402,BE0000530,P02768,function,identical protein binding
DB07402,BE0000530,P02768,function,protein-folding chaperone binding
DB07402,BE0000530,P02768,process,cellular response to calcium ion starvation
DB07402,BE0000530,P02768,process,negative regulation of mitochondrial depolarization
DB07517,BE0000530,P02768,component,cytoplasm
DB07517,BE0000530,P02768,component,endoplasmic reticulum lumen
DB07517,BE0000530,P02768,component,protein-containing complex
DB07517,BE0000530,P02768,function,enterobactin binding
DB07517,BE0000530,P02768,function,exogenous protein binding
DB07517,BE0000530,P02768,function,identical protein binding
DB07517,BE0000530,P02768,function,protein-folding chaperone binding
DB07517,BE0000530,P02768,process,cellular response to calcium ion starvation
DB07517,BE0000530,P02768,process,negative regulation of mitochondrial depolarization
DB07565,BE0000530,P02768,component,cytoplasm
DB07565,BE0000530,P02768,component,endoplasmic reticulum lumen
DB07565,BE0000530,P02768,component,protein-containing complex
DB07565,BE0000530,P02768,function,enterobactin binding
DB07565,BE0000530,P02768,function,exogenous protein binding
DB07565,BE0000530,P02768,function,identical protein binding
DB07565,BE0000530,P02768,function,protein-folding chaperone binding
DB07565,BE0000530,P02768,process,cellular response to calcium ion starvation
DB07565,BE0000530,P02768,process,negative regulation of mitochondrial depolarization
DB07693,BE0000337,P02766,component,azurophil granule lumen
DB07693,BE0000337,P02766,function,hormone activity
DB07693,BE0000337,P02766,function,thyroid hormone binding
DB07693,BE0000337,P02766,process,purine nucleobase metabolic process
DB07694,BE0000337,P02766,component,azurophil granule lumen
DB07694,BE0000337,P02766,function,hormone activity
DB07694,BE0000337,P02766,function,thyroid hormone binding
DB07694,BE0000337,P02766,process,purine nucleobase metabolic process
DB07695,BE0000337,P02766,component,azurophil granule lumen
DB07695,BE0000337,P02766,function,hormone activity
DB07695,BE0000337,P02766,function,thyroid hormone binding
DB07695,BE0000337,P02766,process,purine nucleobase metabolic process
DB07753,BE0000337,P02766,component,azurophil granule lumen
DB07753,BE0000337,P02766,function,hormone activity
DB07753,BE0000337,P02766,function,thyroid hormone binding
DB07753,BE0000337,P02766,process,purine nucleobase metabolic process
DB07775,BE0000337,P02766,component,azurophil granule lumen
DB07775,BE0000337,P02766,function,hormone activity
DB07775,BE0000337,P02766,function,thyroid hormone binding
DB07775,BE0000337,P02766,process,purine nucleobase metabolic process
DB07945,BE0001194,P15090,component,lipid droplet
DB07945,BE0001194,P15090,function,hormone receptor binding
DB07945,BE0001194,P15090,function,long-chain fatty acid binding
DB07945,BE0001194,P15090,function,long-chain fatty acid transmembrane transporter activity
DB07945,BE0001194,P15090,process,cellular response to tumor necrosis factor
DB07945,BE0001194,P15090,process,fatty acid transport
DB07945,BE0001194,P15090,process,long-chain fatty acid transport
DB07945,BE0001194,P15090,process,negative regulation of DNA-templated transcription
DB07945,BE0001194,P15090,process,positive regulation of cold-induced thermogenesis
DB07945,BE0001194,P15090,process,response to bacterium
DB07962,BE0000337,P02766,component,azurophil granule lumen
DB07962,BE0000337,P02766,function,hormone activity
DB07962,BE0000337,P02766,function,thyroid hormone binding
DB07962,BE0000337,P02766,process,purine nucleobase metabolic process
DB07963,BE0000337,P02766,component,azurophil granule lumen
DB07963,BE0000337,P02766,function,hormone activity
DB07963,BE0000337,P02766,function,thyroid hormone binding
DB07963,BE0000337,P02766,process,purine nucleobase metabolic process
DB07992,BE0000530,P02768,component,cytoplasm
DB07992,BE0000530,P02768,component,endoplasmic reticulum lumen
DB07992,BE0000530,P02768,component,protein-containing complex
DB07992,BE0000530,P02768,function,enterobactin binding
DB07992,BE0000530,P02768,function,exogenous protein binding
DB07992,BE0000530,P02768,function,identical protein binding
DB07992,BE0000530,P02768,function,protein-folding chaperone binding
DB07992,BE0000530,P02768,process,cellular response to calcium ion starvation
DB07992,BE0000530,P02768,process,negative regulation of mitochondrial depolarization
DB08100,BE0000337,P02766,component,azurophil granule lumen
DB08100,BE0000337,P02766,function,hormone activity
DB08100,BE0000337,P02766,function,thyroid hormone binding
DB08100,BE0000337,P02766,process,purine nucleobase metabolic process
DB08101,BE0000337,P02766,component,azurophil granule lumen
DB08101,BE0000337,P02766,function,hormone activity
DB08101,BE0000337,P02766,function,thyroid hormone binding
DB08101,BE0000337,P02766,process,purine nucleobase metabolic process
DB08102,BE0000337,P02766,component,azurophil granule lumen
DB08102,BE0000337,P02766,function,hormone activity
DB08102,BE0000337,P02766,function,thyroid hormone binding
DB08102,BE0000337,P02766,process,purine nucleobase metabolic process
DB08103,BE0000337,P02766,component,azurophil granule lumen
DB08103,BE0000337,P02766,function,hormone activity
DB08103,BE0000337,P02766,function,thyroid hormone binding
DB08103,BE0000337,P02766,process,purine nucleobase metabolic process
DB08104,BE0000337,P02766,component,azurophil granule lumen
DB08104,BE0000337,P02766,function,hormone activity
DB08104,BE0000337,P02766,function,thyroid hormone binding
DB08104,BE0000337,P02766,process,purine nucleobase metabolic process
DB08127,BE0000782,P29373,component,nucleus
DB08127,BE0000782,P29373,function,cyclin binding
DB08127,BE0000782,P29373,function,fatty acid binding
DB08127,BE0000782,P29373,process,fatty acid transport
DB08127,BE0000782,P29373,process,regulation of DNA-templated transcription
DB08205,BE0000337,P02766,component,azurophil granule lumen
DB08205,BE0000337,P02766,function,hormone activity
DB08205,BE0000337,P02766,function,thyroid hormone binding
DB08205,BE0000337,P02766,process,purine nucleobase metabolic process
