drugbank_id,interactant_id,polypeptide_id,name,general_function,specific_function,gene_name,locus,molecular_weight,organism_id,organism_name
DB06150,BE0000530,P02768,Albumin,"Binds water, Ca(2+), Na(+), K(+), fatty acids, hormones, bilirubin and drugs (Probable). Its main function is the regulation of the colloidal osmotic pressure of blood (Probable). Major zinc transporter in plasma, typically binds about 80% of all plasma zinc (PubMed:19021548). Major calcium and magnesium transporter in plasma, binds approximately 45% of circulating calcium and magnesium in plasma (By similarity). Potentially has more than two calcium-binding sites and might additionally bind calcium in a non-specific manner (By similarity). The shared binding site between zinc and calcium at residue Asp-273 suggests a crosstalk between zinc and calcium transport in the blood (By similarity). The rank order of affinity is zinc > calcium > magnesium (By similarity). Binds to the bacterial siderophore enterobactin and inhibits enterobactin-mediated iron uptake of E.coli from ferric transferrin, and may thereby limit the utilization of iron and growth of enteric bacteria such as E.coli (PubMed:6234017). Does not prevent iron uptake by the bacterial siderophore aerobactin (PubMed:6234017)",antioxidant activity,ALB,4q13.3,69365.94,9606,Humans
DB06151,BE0000530,P02768,Albumin,"Binds water, Ca(2+), Na(+), K(+), fatty acids, hormones, bilirubin and drugs (Probable). Its main function is the regulation of the colloidal osmotic pressure of blood (Probable). Major zinc transporter in plasma, typically binds about 80% of all plasma zinc (PubMed:19021548). Major calcium and magnesium transporter in plasma, binds approximately 45% of circulating calcium and magnesium in plasma (By similarity). Potentially has more than two calcium-binding sites and might additionally bind calcium in a non-specific manner (By similarity). The shared binding site between zinc and calcium at residue Asp-273 suggests a crosstalk between zinc and calcium transport in the blood (By similarity). The rank order of affinity is zinc > calcium > magnesium (By similarity). Binds to the bacterial siderophore enterobactin and inhibits enterobactin-mediated iron uptake of E.coli from ferric transferrin, and may thereby limit the utilization of iron and growth of enteric bacteria such as E.coli (PubMed:6234017). Does not prevent iron uptake by the bacterial siderophore aerobactin (PubMed:6234017)",antioxidant activity,ALB,4q13.3,69365.94,9606,Humans
DB06201,BE0000530,P02768,Albumin,"Binds water, Ca(2+), Na(+), K(+), fatty acids, hormones, bilirubin and drugs (Probable). Its main function is the regulation of the colloidal osmotic pressure of blood (Probable). Major zinc transporter in plasma, typically binds about 80% of all plasma zinc (PubMed:19021548). Major calcium and magnesium transporter in plasma, binds approximately 45% of circulating calcium and magnesium in plasma (By similarity). Potentially has more than two calcium-binding sites and might additionally bind calcium in a non-specific manner (By similarity). The shared binding site between zinc and calcium at residue Asp-273 suggests a crosstalk between zinc and calcium transport in the blood (By similarity). The rank order of affinity is zinc > calcium > magnesium (By similarity). Binds to the bacterial siderophore enterobactin and inhibits enterobactin-mediated iron uptake of E.coli from ferric transferrin, and may thereby limit the utilization of iron and growth of enteric bacteria such as E.coli (PubMed:6234017). Does not prevent iron uptake by the bacterial siderophore aerobactin (PubMed:6234017)",antioxidant activity,ALB,4q13.3,69365.94,9606,Humans
DB06209,BE0000530,P02768,Albumin,"Binds water, Ca(2+), Na(+), K(+), fatty acids, hormones, bilirubin and drugs (Probable). Its main function is the regulation of the colloidal osmotic pressure of blood (Probable). Major zinc transporter in plasma, typically binds about 80% of all plasma zinc (PubMed:19021548). Major calcium and magnesium transporter in plasma, binds approximately 45% of circulating calcium and magnesium in plasma (By similarity). Potentially has more than two calcium-binding sites and might additionally bind calcium in a non-specific manner (By similarity). The shared binding site between zinc and calcium at residue Asp-273 suggests a crosstalk between zinc and calcium transport in the blood (By similarity). The rank order of affinity is zinc > calcium > magnesium (By similarity). Binds to the bacterial siderophore enterobactin and inhibits enterobactin-mediated iron uptake of E.coli from ferric transferrin, and may thereby limit the utilization of iron and growth of enteric bacteria such as E.coli (PubMed:6234017). Does not prevent iron uptake by the bacterial siderophore aerobactin (PubMed:6234017)",antioxidant activity,ALB,4q13.3,69365.94,9606,Humans
DB06215,BE0000510,P02787,Serotransferrin,"Transferrins are iron binding transport proteins which can bind two Fe(3+) ions in association with the binding of an anion, usually bicarbonate. It is responsible for the transport of iron from sites of absorption and heme degradation to those of storage and utilization. Serum transferrin may also have a further role in stimulating cell proliferation",enzyme binding,TF,3q22.1,77063.195,9606,Humans
DB06216,BE0000530,P02768,Albumin,"Binds water, Ca(2+), Na(+), K(+), fatty acids, hormones, bilirubin and drugs (Probable). Its main function is the regulation of the colloidal osmotic pressure of blood (Probable). Major zinc transporter in plasma, typically binds about 80% of all plasma zinc (PubMed:19021548). Major calcium and magnesium transporter in plasma, binds approximately 45% of circulating calcium and magnesium in plasma (By similarity). Potentially has more than two calcium-binding sites and might additionally bind calcium in a non-specific manner (By similarity). The shared binding site between zinc and calcium at residue Asp-273 suggests a crosstalk between zinc and calcium transport in the blood (By similarity). The rank order of affinity is zinc > calcium > magnesium (By similarity). Binds to the bacterial siderophore enterobactin and inhibits enterobactin-mediated iron uptake of E.coli from ferric transferrin, and may thereby limit the utilization of iron and growth of enteric bacteria such as E.coli (PubMed:6234017). Does not prevent iron uptake by the bacterial siderophore aerobactin (PubMed:6234017)",antioxidant activity,ALB,4q13.3,69365.94,9606,Humans
DB06216,BE0004879,P02763,Alpha-1-acid glycoprotein 1,Functions as a transport protein in the blood stream. Binds various ligands in the interior of its beta-barrel domain. Also binds synthetic drugs and influences their distribution and availability in the body. Appears to function in modulating the activity of the immune system during the acute-phase reaction,,ORM1,9q32,23539.43,9606,Humans
DB06216,BE0004879,P19652,Alpha-1-acid glycoprotein 2,Functions as a transport protein in the blood stream. Binds various hydrophobic ligands in the interior of its beta-barrel domain. Also binds synthetic drugs and influences their distribution and availability. Appears to function in modulating the activity of the immune system during the acute-phase reaction,,ORM2,9q32,23602.43,9606,Humans
DB06234,BE0000530,P02768,Albumin,"Binds water, Ca(2+), Na(+), K(+), fatty acids, hormones, bilirubin and drugs (Probable). Its main function is the regulation of the colloidal osmotic pressure of blood (Probable). Major zinc transporter in plasma, typically binds about 80% of all plasma zinc (PubMed:19021548). Major calcium and magnesium transporter in plasma, binds approximately 45% of circulating calcium and magnesium in plasma (By similarity). Potentially has more than two calcium-binding sites and might additionally bind calcium in a non-specific manner (By similarity). The shared binding site between zinc and calcium at residue Asp-273 suggests a crosstalk between zinc and calcium transport in the blood (By similarity). The rank order of affinity is zinc > calcium > magnesium (By similarity). Binds to the bacterial siderophore enterobactin and inhibits enterobactin-mediated iron uptake of E.coli from ferric transferrin, and may thereby limit the utilization of iron and growth of enteric bacteria such as E.coli (PubMed:6234017). Does not prevent iron uptake by the bacterial siderophore aerobactin (PubMed:6234017)",antioxidant activity,ALB,4q13.3,69365.94,9606,Humans
DB06234,BE0000925,P02763,Alpha-1-acid glycoprotein 1,Functions as a transport protein in the blood stream. Binds various ligands in the interior of its beta-barrel domain. Also binds synthetic drugs and influences their distribution and availability in the body. Appears to function in modulating the activity of the immune system during the acute-phase reaction,,ORM1,9q32,23539.43,9606,Humans
DB06237,BE0000530,P02768,Albumin,"Binds water, Ca(2+), Na(+), K(+), fatty acids, hormones, bilirubin and drugs (Probable). Its main function is the regulation of the colloidal osmotic pressure of blood (Probable). Major zinc transporter in plasma, typically binds about 80% of all plasma zinc (PubMed:19021548). Major calcium and magnesium transporter in plasma, binds approximately 45% of circulating calcium and magnesium in plasma (By similarity). Potentially has more than two calcium-binding sites and might additionally bind calcium in a non-specific manner (By similarity). The shared binding site between zinc and calcium at residue Asp-273 suggests a crosstalk between zinc and calcium transport in the blood (By similarity). The rank order of affinity is zinc > calcium > magnesium (By similarity). Binds to the bacterial siderophore enterobactin and inhibits enterobactin-mediated iron uptake of E.coli from ferric transferrin, and may thereby limit the utilization of iron and growth of enteric bacteria such as E.coli (PubMed:6234017). Does not prevent iron uptake by the bacterial siderophore aerobactin (PubMed:6234017)",antioxidant activity,ALB,4q13.3,69365.94,9606,Humans
DB06237,BE0000925,P02763,Alpha-1-acid glycoprotein 1,Functions as a transport protein in the blood stream. Binds various ligands in the interior of its beta-barrel domain. Also binds synthetic drugs and influences their distribution and availability in the body. Appears to function in modulating the activity of the immune system during the acute-phase reaction,,ORM1,9q32,23539.43,9606,Humans
DB06282,BE0000530,P02768,Albumin,"Binds water, Ca(2+), Na(+), K(+), fatty acids, hormones, bilirubin and drugs (Probable). Its main function is the regulation of the colloidal osmotic pressure of blood (Probable). Major zinc transporter in plasma, typically binds about 80% of all plasma zinc (PubMed:19021548). Major calcium and magnesium transporter in plasma, binds approximately 45% of circulating calcium and magnesium in plasma (By similarity). Potentially has more than two calcium-binding sites and might additionally bind calcium in a non-specific manner (By similarity). The shared binding site between zinc and calcium at residue Asp-273 suggests a crosstalk between zinc and calcium transport in the blood (By similarity). The rank order of affinity is zinc > calcium > magnesium (By similarity). Binds to the bacterial siderophore enterobactin and inhibits enterobactin-mediated iron uptake of E.coli from ferric transferrin, and may thereby limit the utilization of iron and growth of enteric bacteria such as E.coli (PubMed:6234017). Does not prevent iron uptake by the bacterial siderophore aerobactin (PubMed:6234017)",antioxidant activity,ALB,4q13.3,69365.94,9606,Humans
DB06290,BE0000530,P02768,Albumin,"Binds water, Ca(2+), Na(+), K(+), fatty acids, hormones, bilirubin and drugs (Probable). Its main function is the regulation of the colloidal osmotic pressure of blood (Probable). Major zinc transporter in plasma, typically binds about 80% of all plasma zinc (PubMed:19021548). Major calcium and magnesium transporter in plasma, binds approximately 45% of circulating calcium and magnesium in plasma (By similarity). Potentially has more than two calcium-binding sites and might additionally bind calcium in a non-specific manner (By similarity). The shared binding site between zinc and calcium at residue Asp-273 suggests a crosstalk between zinc and calcium transport in the blood (By similarity). The rank order of affinity is zinc > calcium > magnesium (By similarity). Binds to the bacterial siderophore enterobactin and inhibits enterobactin-mediated iron uptake of E.coli from ferric transferrin, and may thereby limit the utilization of iron and growth of enteric bacteria such as E.coli (PubMed:6234017). Does not prevent iron uptake by the bacterial siderophore aerobactin (PubMed:6234017)",antioxidant activity,ALB,4q13.3,69365.94,9606,Humans
DB06412,BE0000530,P02768,Albumin,"Binds water, Ca(2+), Na(+), K(+), fatty acids, hormones, bilirubin and drugs (Probable). Its main function is the regulation of the colloidal osmotic pressure of blood (Probable). Major zinc transporter in plasma, typically binds about 80% of all plasma zinc (PubMed:19021548). Major calcium and magnesium transporter in plasma, binds approximately 45% of circulating calcium and magnesium in plasma (By similarity). Potentially has more than two calcium-binding sites and might additionally bind calcium in a non-specific manner (By similarity). The shared binding site between zinc and calcium at residue Asp-273 suggests a crosstalk between zinc and calcium transport in the blood (By similarity). The rank order of affinity is zinc > calcium > magnesium (By similarity). Binds to the bacterial siderophore enterobactin and inhibits enterobactin-mediated iron uptake of E.coli from ferric transferrin, and may thereby limit the utilization of iron and growth of enteric bacteria such as E.coli (PubMed:6234017). Does not prevent iron uptake by the bacterial siderophore aerobactin (PubMed:6234017)",antioxidant activity,ALB,4q13.3,69365.94,9606,Humans
DB06412,BE0000685,P04278,Sex hormone-binding globulin,"Functions as an androgen transport protein, but may also be involved in receptor mediated processes. Each dimer binds one molecule of steroid. Specific for 5-alpha-dihydrotestosterone, testosterone, and 17-beta-estradiol. Regulates the plasma metabolic clearance rate of steroid hormones by controlling their plasma concentration",androgen binding,SHBG,17p13.1,43778.755,9606,Humans
DB06480,BE0000530,P02768,Albumin,"Binds water, Ca(2+), Na(+), K(+), fatty acids, hormones, bilirubin and drugs (Probable). Its main function is the regulation of the colloidal osmotic pressure of blood (Probable). Major zinc transporter in plasma, typically binds about 80% of all plasma zinc (PubMed:19021548). Major calcium and magnesium transporter in plasma, binds approximately 45% of circulating calcium and magnesium in plasma (By similarity). Potentially has more than two calcium-binding sites and might additionally bind calcium in a non-specific manner (By similarity). The shared binding site between zinc and calcium at residue Asp-273 suggests a crosstalk between zinc and calcium transport in the blood (By similarity). The rank order of affinity is zinc > calcium > magnesium (By similarity). Binds to the bacterial siderophore enterobactin and inhibits enterobactin-mediated iron uptake of E.coli from ferric transferrin, and may thereby limit the utilization of iron and growth of enteric bacteria such as E.coli (PubMed:6234017). Does not prevent iron uptake by the bacterial siderophore aerobactin (PubMed:6234017)",antioxidant activity,ALB,4q13.3,69365.94,9606,Humans
DB06636,BE0000530,P02768,Albumin,"Binds water, Ca(2+), Na(+), K(+), fatty acids, hormones, bilirubin and drugs (Probable). Its main function is the regulation of the colloidal osmotic pressure of blood (Probable). Major zinc transporter in plasma, typically binds about 80% of all plasma zinc (PubMed:19021548). Major calcium and magnesium transporter in plasma, binds approximately 45% of circulating calcium and magnesium in plasma (By similarity). Potentially has more than two calcium-binding sites and might additionally bind calcium in a non-specific manner (By similarity). The shared binding site between zinc and calcium at residue Asp-273 suggests a crosstalk between zinc and calcium transport in the blood (By similarity). The rank order of affinity is zinc > calcium > magnesium (By similarity). Binds to the bacterial siderophore enterobactin and inhibits enterobactin-mediated iron uptake of E.coli from ferric transferrin, and may thereby limit the utilization of iron and growth of enteric bacteria such as E.coli (PubMed:6234017). Does not prevent iron uptake by the bacterial siderophore aerobactin (PubMed:6234017)",antioxidant activity,ALB,4q13.3,69365.94,9606,Humans
DB06655,BE0000530,P02768,Albumin,"Binds water, Ca(2+), Na(+), K(+), fatty acids, hormones, bilirubin and drugs (Probable). Its main function is the regulation of the colloidal osmotic pressure of blood (Probable). Major zinc transporter in plasma, typically binds about 80% of all plasma zinc (PubMed:19021548). Major calcium and magnesium transporter in plasma, binds approximately 45% of circulating calcium and magnesium in plasma (By similarity). Potentially has more than two calcium-binding sites and might additionally bind calcium in a non-specific manner (By similarity). The shared binding site between zinc and calcium at residue Asp-273 suggests a crosstalk between zinc and calcium transport in the blood (By similarity). The rank order of affinity is zinc > calcium > magnesium (By similarity). Binds to the bacterial siderophore enterobactin and inhibits enterobactin-mediated iron uptake of E.coli from ferric transferrin, and may thereby limit the utilization of iron and growth of enteric bacteria such as E.coli (PubMed:6234017). Does not prevent iron uptake by the bacterial siderophore aerobactin (PubMed:6234017)",antioxidant activity,ALB,4q13.3,69365.94,9606,Humans
DB06695,BE0000530,P02768,Albumin,"Binds water, Ca(2+), Na(+), K(+), fatty acids, hormones, bilirubin and drugs (Probable). Its main function is the regulation of the colloidal osmotic pressure of blood (Probable). Major zinc transporter in plasma, typically binds about 80% of all plasma zinc (PubMed:19021548). Major calcium and magnesium transporter in plasma, binds approximately 45% of circulating calcium and magnesium in plasma (By similarity). Potentially has more than two calcium-binding sites and might additionally bind calcium in a non-specific manner (By similarity). The shared binding site between zinc and calcium at residue Asp-273 suggests a crosstalk between zinc and calcium transport in the blood (By similarity). The rank order of affinity is zinc > calcium > magnesium (By similarity). Binds to the bacterial siderophore enterobactin and inhibits enterobactin-mediated iron uptake of E.coli from ferric transferrin, and may thereby limit the utilization of iron and growth of enteric bacteria such as E.coli (PubMed:6234017). Does not prevent iron uptake by the bacterial siderophore aerobactin (PubMed:6234017)",antioxidant activity,ALB,4q13.3,69365.94,9606,Humans
DB06705,BE0000530,P02768,Albumin,"Binds water, Ca(2+), Na(+), K(+), fatty acids, hormones, bilirubin and drugs (Probable). Its main function is the regulation of the colloidal osmotic pressure of blood (Probable). Major zinc transporter in plasma, typically binds about 80% of all plasma zinc (PubMed:19021548). Major calcium and magnesium transporter in plasma, binds approximately 45% of circulating calcium and magnesium in plasma (By similarity). Potentially has more than two calcium-binding sites and might additionally bind calcium in a non-specific manner (By similarity). The shared binding site between zinc and calcium at residue Asp-273 suggests a crosstalk between zinc and calcium transport in the blood (By similarity). The rank order of affinity is zinc > calcium > magnesium (By similarity). Binds to the bacterial siderophore enterobactin and inhibits enterobactin-mediated iron uptake of E.coli from ferric transferrin, and may thereby limit the utilization of iron and growth of enteric bacteria such as E.coli (PubMed:6234017). Does not prevent iron uptake by the bacterial siderophore aerobactin (PubMed:6234017)",antioxidant activity,ALB,4q13.3,69365.94,9606,Humans
DB06710,BE0000530,P02768,Albumin,"Binds water, Ca(2+), Na(+), K(+), fatty acids, hormones, bilirubin and drugs (Probable). Its main function is the regulation of the colloidal osmotic pressure of blood (Probable). Major zinc transporter in plasma, typically binds about 80% of all plasma zinc (PubMed:19021548). Major calcium and magnesium transporter in plasma, binds approximately 45% of circulating calcium and magnesium in plasma (By similarity). Potentially has more than two calcium-binding sites and might additionally bind calcium in a non-specific manner (By similarity). The shared binding site between zinc and calcium at residue Asp-273 suggests a crosstalk between zinc and calcium transport in the blood (By similarity). The rank order of affinity is zinc > calcium > magnesium (By similarity). Binds to the bacterial siderophore enterobactin and inhibits enterobactin-mediated iron uptake of E.coli from ferric transferrin, and may thereby limit the utilization of iron and growth of enteric bacteria such as E.coli (PubMed:6234017). Does not prevent iron uptake by the bacterial siderophore aerobactin (PubMed:6234017)",antioxidant activity,ALB,4q13.3,69365.94,9606,Humans
DB06710,BE0000685,P04278,Sex hormone-binding globulin,"Functions as an androgen transport protein, but may also be involved in receptor mediated processes. Each dimer binds one molecule of steroid. Specific for 5-alpha-dihydrotestosterone, testosterone, and 17-beta-estradiol. Regulates the plasma metabolic clearance rate of steroid hormones by controlling their plasma concentration",androgen binding,SHBG,17p13.1,43778.755,9606,Humans
DB06716,BE0000530,P02768,Albumin,"Binds water, Ca(2+), Na(+), K(+), fatty acids, hormones, bilirubin and drugs (Probable). Its main function is the regulation of the colloidal osmotic pressure of blood (Probable). Major zinc transporter in plasma, typically binds about 80% of all plasma zinc (PubMed:19021548). Major calcium and magnesium transporter in plasma, binds approximately 45% of circulating calcium and magnesium in plasma (By similarity). Potentially has more than two calcium-binding sites and might additionally bind calcium in a non-specific manner (By similarity). The shared binding site between zinc and calcium at residue Asp-273 suggests a crosstalk between zinc and calcium transport in the blood (By similarity). The rank order of affinity is zinc > calcium > magnesium (By similarity). Binds to the bacterial siderophore enterobactin and inhibits enterobactin-mediated iron uptake of E.coli from ferric transferrin, and may thereby limit the utilization of iron and growth of enteric bacteria such as E.coli (PubMed:6234017). Does not prevent iron uptake by the bacterial siderophore aerobactin (PubMed:6234017)",antioxidant activity,ALB,4q13.3,69365.94,9606,Humans
DB06755,BE0004020,P98155,Very low-density lipoprotein receptor,"Multifunctional cell surface receptor that binds VLDL and transports it into cells by endocytosis and therefore plays an important role in energy metabolism. Binds also to a wide range of other molecules including Reelin/RELN or apolipoprotein E/APOE-containing ligands as well as clusterin/CLU (PubMed:24381170, PubMed:30873003). In the off-state of the pathway, forms homooligomers or heterooligomers with LRP8 (PubMed:30873003). Upon binding to ligands, homooligomers are rearranged to higher order receptor clusters that transmit the extracellular RELN signal to intracellular signaling processes by binding to DAB1 (PubMed:30873003). This interaction results in phosphorylation of DAB1 leading to the ultimate cell responses required for the correct positioning of newly generated neurons. Later, mediates a stop signal for migrating neurons, preventing them from entering the marginal zone (By similarity)",apolipoprotein binding,VLDLR,9p24.2,96097.45,9606,Humans
DB06755,BE0000301,P09455,Retinol-binding protein 1,"Cytoplasmic retinol-binding protein (PubMed:22665496, PubMed:26900151, PubMed:28057518). Accepts retinol from the transport protein STRA6, and thereby contributes to retinol uptake, storage and retinoid homeostasis (PubMed:15632377, PubMed:22665496)",all-trans-retinol binding,RBP1,3q23,15850.13,9606,Humans
DB06755,BE0000505,P50120,Retinol-binding protein 2,Intracellular transport of retinol,fatty acid binding,RBP2,3q23,15706.595,9606,Humans
DB06755,BE0000255,P10745,Retinol-binding protein 3,IRBP shuttles 11-cis and all trans retinoids between the retinol isomerase in the pigment epithelium and the visual pigments in the photoreceptor cells of the retina,retinal binding,RBP3,10q11.22,135361.46,9606,Humans
DB06755,BE0000314,P02753,Retinol-binding protein 4,"Retinol-binding protein that mediates retinol transport in blood plasma (PubMed:5541771). Delivers retinol from the liver stores to the peripheral tissues (Probable). Transfers the bound all-trans retinol to STRA6, that then facilitates retinol transport across the cell membrane (PubMed:22665496)",retinal binding,RBP4,10q23.33,23009.8,9606,Humans
DB06755,BE0000682,P82980,Retinol-binding protein 5,Intracellular transport of retinol,fatty acid binding,RBP5,12p13.31,15931.17,9606,Humans
DB06757,BE0000510,P02787,Serotransferrin,"Transferrins are iron binding transport proteins which can bind two Fe(3+) ions in association with the binding of an anion, usually bicarbonate. It is responsible for the transport of iron from sites of absorption and heme degradation to those of storage and utilization. Serum transferrin may also have a further role in stimulating cell proliferation",enzyme binding,TF,3q22.1,77063.195,9606,Humans
DB06757,BE0000530,P02768,Albumin,"Binds water, Ca(2+), Na(+), K(+), fatty acids, hormones, bilirubin and drugs (Probable). Its main function is the regulation of the colloidal osmotic pressure of blood (Probable). Major zinc transporter in plasma, typically binds about 80% of all plasma zinc (PubMed:19021548). Major calcium and magnesium transporter in plasma, binds approximately 45% of circulating calcium and magnesium in plasma (By similarity). Potentially has more than two calcium-binding sites and might additionally bind calcium in a non-specific manner (By similarity). The shared binding site between zinc and calcium at residue Asp-273 suggests a crosstalk between zinc and calcium transport in the blood (By similarity). The rank order of affinity is zinc > calcium > magnesium (By similarity). Binds to the bacterial siderophore enterobactin and inhibits enterobactin-mediated iron uptake of E.coli from ferric transferrin, and may thereby limit the utilization of iron and growth of enteric bacteria such as E.coli (PubMed:6234017). Does not prevent iron uptake by the bacterial siderophore aerobactin (PubMed:6234017)",antioxidant activity,ALB,4q13.3,69365.94,9606,Humans
DB06757,BE0001140,P00450,Ceruloplasmin,"Multifunctional blue, copper-binding (6-7 atoms per molecule) glycoprotein. It has ferroxidase activity oxidizing Fe(2+) to Fe(3+) without releasing radical oxygen species. It is involved in iron transport across the cell membrane (PubMed:16150804). Copper ions provide a large number of enzymatic activites. Oxidizes highly toxic ferrous ions to the ferric state for further incorporation onto apo-transferrins, catalyzes Cu(+) oxidation and promotes the oxidation of biogenic amines such as norepinephrin and serotonin (PubMed:14623105, PubMed:4643313, PubMed:5912351). Provides Cu(2+) ions for the ascorbate-mediated deaminase degradation of the heparan sulfate chains of GPC1 (By similarity). Has glutathione peroxidase-like activity, can remove both hydrogen peroxide and lipid hydroperoxide in the presence of thiols (PubMed:10481051). Also shows NO-oxidase and NO2 synthase activities that determine endocrine NO homeostasis (PubMed:16906150)",copper ion binding,CP,3q24-q25.1,122218.48,9606,Humans
DB06772,BE0000530,P02768,Albumin,"Binds water, Ca(2+), Na(+), K(+), fatty acids, hormones, bilirubin and drugs (Probable). Its main function is the regulation of the colloidal osmotic pressure of blood (Probable). Major zinc transporter in plasma, typically binds about 80% of all plasma zinc (PubMed:19021548). Major calcium and magnesium transporter in plasma, binds approximately 45% of circulating calcium and magnesium in plasma (By similarity). Potentially has more than two calcium-binding sites and might additionally bind calcium in a non-specific manner (By similarity). The shared binding site between zinc and calcium at residue Asp-273 suggests a crosstalk between zinc and calcium transport in the blood (By similarity). The rank order of affinity is zinc > calcium > magnesium (By similarity). Binds to the bacterial siderophore enterobactin and inhibits enterobactin-mediated iron uptake of E.coli from ferric transferrin, and may thereby limit the utilization of iron and growth of enteric bacteria such as E.coli (PubMed:6234017). Does not prevent iron uptake by the bacterial siderophore aerobactin (PubMed:6234017)",antioxidant activity,ALB,4q13.3,69365.94,9606,Humans
DB06772,BE0000499,P01130,Low-density lipoprotein receptor,"Binds low density lipoprotein /LDL, the major cholesterol-carrying lipoprotein of plasma, and transports it into cells by endocytosis. In order to be internalized, the receptor-ligand complexes must first cluster into clathrin-coated pits. Forms a ternary complex with PGRMC1 and TMEM97 receptors which increases LDLR-mediated LDL internalization (PubMed:30443021)",amyloid-beta binding,LDLR,19p13.2,95375.105,9606,Humans
DB06772,BE0004020,P98155,Very low-density lipoprotein receptor,"Multifunctional cell surface receptor that binds VLDL and transports it into cells by endocytosis and therefore plays an important role in energy metabolism. Binds also to a wide range of other molecules including Reelin/RELN or apolipoprotein E/APOE-containing ligands as well as clusterin/CLU (PubMed:24381170, PubMed:30873003). In the off-state of the pathway, forms homooligomers or heterooligomers with LRP8 (PubMed:30873003). Upon binding to ligands, homooligomers are rearranged to higher order receptor clusters that transmit the extracellular RELN signal to intracellular signaling processes by binding to DAB1 (PubMed:30873003). This interaction results in phosphorylation of DAB1 leading to the ultimate cell responses required for the correct positioning of newly generated neurons. Later, mediates a stop signal for migrating neurons, preventing them from entering the marginal zone (By similarity)",apolipoprotein binding,VLDLR,9p24.2,96097.45,9606,Humans
DB06772,BE0010226,Q8IV16,Glycosylphosphatidylinositol-anchored high density lipoprotein-binding protein 1,"Mediates the transport of lipoprotein lipase LPL from the basolateral to the apical surface of endothelial cells in capillaries (By similarity). Anchors LPL on the surface of endothelial cells in the lumen of blood capillaries (By similarity). Protects LPL against loss of activity, and against ANGPTL4-mediated unfolding (PubMed:27929370, PubMed:29899144). Thereby, plays an important role in lipolytic processing of chylomicrons by LPL, triglyceride metabolism and lipid homeostasis (PubMed:19304573, PubMed:21314738). Binds chylomicrons and phospholipid particles that contain APOA5 (PubMed:17997385, PubMed:19304573). Binds high-density lipoprotein (HDL) and plays a role in the uptake of lipids from HDL (By similarity)",acetylcholine receptor inhibitor activity,GPIHBP1,8q24.3,19849.845,9606,Humans
DB06784,BE0000510,P02787,Serotransferrin,"Transferrins are iron binding transport proteins which can bind two Fe(3+) ions in association with the binding of an anion, usually bicarbonate. It is responsible for the transport of iron from sites of absorption and heme degradation to those of storage and utilization. Serum transferrin may also have a further role in stimulating cell proliferation",enzyme binding,TF,3q22.1,77063.195,9606,Humans
DB06784,BE0000994,P02788,Lactotransferrin,"Transferrins are iron binding transport proteins which can bind two Fe(3+) ions in association with the binding of an anion, usually bicarbonate",cysteine-type endopeptidase inhibitor activity,LTF,3p21.31,78181.225,9606,Humans
DB06784,BE0000085,P02792,Ferritin light chain,"Stores iron in a soluble, non-toxic, readily available form. Important for iron homeostasis. Iron is taken up in the ferrous form and deposited as ferric hydroxides after oxidation. Also plays a role in delivery of iron to cells. Mediates iron uptake in capsule cells of the developing kidney (By similarity). Delivery to lysosomes by the cargo receptor NCOA4 for autophagic degradation and release or iron (PubMed:24695223)",ferric iron binding,FTL,19q13.33,20019.49,9606,Humans
DB06784,BE0000399,P02794,Ferritin heavy chain,"Stores iron in a soluble, non-toxic, readily available form. Important for iron homeostasis. Has ferroxidase activity (PubMed:9003196). Iron is taken up in the ferrous form and deposited as ferric hydroxides after oxidation (PubMed:9003196). Also plays a role in delivery of iron to cells (By similarity). Mediates iron uptake in capsule cells of the developing kidney (By similarity). Delivery to lysosomes is mediated by the cargo receptor NCOA4 for autophagic degradation and release of iron (PubMed:24695223, PubMed:26436293)",ferric iron binding,FTH1,11q12.3,21225.47,9606,Humans
DB06796,BE0000910,P01023,Alpha-2-macroglobulin,"Is able to inhibit all four classes of proteinases by a unique 'trapping' mechanism. This protein has a peptide stretch, called the 'bait region' which contains specific cleavage sites for different proteinases. When a proteinase cleaves the bait region, a conformational change is induced in the protein which traps the proteinase. The entrapped enzyme remains active against low molecular weight substrates (activity against high molecular weight substrates is greatly reduced). Following cleavage in the bait region, a thioester bond is hydrolyzed and mediates the covalent binding of the protein to the proteinase",brain-derived neurotrophic factor binding,A2M,12p13.31,163289.945,9606,Humans
DB06796,BE0000530,P02768,Albumin,"Binds water, Ca(2+), Na(+), K(+), fatty acids, hormones, bilirubin and drugs (Probable). Its main function is the regulation of the colloidal osmotic pressure of blood (Probable). Major zinc transporter in plasma, typically binds about 80% of all plasma zinc (PubMed:19021548). Major calcium and magnesium transporter in plasma, binds approximately 45% of circulating calcium and magnesium in plasma (By similarity). Potentially has more than two calcium-binding sites and might additionally bind calcium in a non-specific manner (By similarity). The shared binding site between zinc and calcium at residue Asp-273 suggests a crosstalk between zinc and calcium transport in the blood (By similarity). The rank order of affinity is zinc > calcium > magnesium (By similarity). Binds to the bacterial siderophore enterobactin and inhibits enterobactin-mediated iron uptake of E.coli from ferric transferrin, and may thereby limit the utilization of iron and growth of enteric bacteria such as E.coli (PubMed:6234017). Does not prevent iron uptake by the bacterial siderophore aerobactin (PubMed:6234017)",antioxidant activity,ALB,4q13.3,69365.94,9606,Humans
